SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL
8084,screwpine,Pandanus,spp.,,,PANDA
8085,Tahitian screwpine,Pandanus,tectorius,,,PATE2
8086,kiparenwel,Pandanus,tolotomensis,,,PATO6
8087,mojel,Pandanus,trukensis,,,PATR
8088,common screwpine,Pandanus,utilis,,,PAUT
8090,berrakelongor,Pandanus,variegatus,,,PAVA4
8091,rauel,Pangium,edule,,,PAED4
8099,scratchthroat,Parathesis,crenulata,,,PACR2
8103,sea,Parinari,insularum,,,PAIN20
8104,ais,Parinari,laurina,,,PALA5
8105,Parinari,Parinari,spp.,,,PARIN
8107,Parkia korom,Parkia,korom,,,PAKO5
8108,kmekumer,Parkia,parvifoliola,,,PAPA2
8106,parkia,Parkia,spp.,,,PARKI3
8110,Parkia timoriana,Parkia,timoriana,,,PATI5
8111,Jerusalem thorn,Parkinsonia,aculeata,,,PAAC3
8112,paloverde,Parkinsonia,spp.,,,PARKI2
8115,Texas paloverde,Parkinsonia,texana,,,PATE10
8113,cuachilote,Parmentiera,aculeata,,,PAAC13
8114,candle tree,Parmentiera,cereifera,,,PACE8
712,"paulownia, empress-tree",Paulownia,tomentosa,,,PATO2
8121,Peltophorum pterocarpum,Peltophorum,pterocarpum,,,PEPT3
8123,ngis,Pemphis,acidula,,,PEAC6
8125,butter tree,Pentadesma,butyracea,,,PEBU4
8127,jiqi,Pera,bumeliifolia,,,PEBU2
8129,Pericopsis mooniana,Pericopsis,mooniana,,,PEMO13
8131,olomea,Perrottetia,sandwicensis,,,PESA3
7211,avocado,Persea,americana,,,PEAM3
721,redbay,Persea,borbonia,,,PEBO
8134,canela,Persea,krugii,,,PEKR
6511,swamp bay,Persea,palustris,,,PEPA37
720,bay spp.,Persea,spp.,,,PERSE
8138,aquacatillo,Persea,urbaniana,,,PEUR2
8141,bastard stopper,Petitia,domingensis,,,PEDO
8146,Phaleria nisidai,Phaleria,nisidai,,,PHNI11
6516,Amur corktree,Phellodendron,amurense,,,PHAM2
8143,aquilon prieto,Phialanthus,grandifolius,,,PHGR11
8144,candlewood,Phialanthus,myrtilloides,,,PHMY
8151,Canary Island date palm,Phoenix,canariensis,,,PHCA13
8152,date palm,Phoenix,dactylifera,,,PHDA4
8153,date palm,Phoenix,spp.,,,PHOEN2
8154,date palm,Phoenix,sylvestris,,,PHSY3
8155,Chinese  photinia,Photinia,davidiana,,,PHDA5
8157,Tahitian gooseberry tree,Phyllanthus,acidus,,,PHAC3
8159,pamakani mahu,Phyllanthus,distichus,,,PHDI10
8160,gamo de costa,Phyllanthus,juglandifolius,,,PHJU2
8162,Phyllanthus orbicularis,Phyllanthus,orbicularis,,,PHOR10
91,Norway spruce,Picea,abies,,,PIAB
92,Brewer spruce,Picea,breweriana,,,PIBR
93,Engelmann spruce,Picea,engelmannii,,,PIEN
94,white spruce,Picea,glauca,,,PIGL
6533,Sakhalin spruce,Picea,glehnii,,,PIGL7
95,black spruce,Picea,mariana,,,PIMA
6538,Serbian spruce,Picea,omorika,,,PIOM2
96,blue spruce,Picea,pungens,,,PIPU
97,red spruce,Picea,rubens,,,PIRU
98,Sitka spruce,Picea,sitchensis,,,PISI
90,spruce spp.,Picea,spp.,,,PICEA
8164,Florida bitterbush,Picramnia,pentandra,,,PIPE
8167,bitterwood,Picrasma,excelsa,,,PIEX
8169,fustic,Pictetia,aculeata,,,PIAC
8171,aceitillo,Pilocarpus,racemosus,,,PIRA3
8173,Royen's tree cactus,Pilosocereus,royenii,,,PIRO6
8175,allspice,Pimenta,dioica,,,PIDI2
8177,bayrumtree,Pimenta,racemosa,,,PIRA
8178,bayrumtree,Pimenta,racemosa,grisea,,PIRAG
8180,Pimenta,Pimenta,spp.,,,PIMEN
8181,"chebouch, demailei",Pinanga,insignis,,,PIIN5
101,whitebark pine,Pinus,albicaulis,,,PIAL
102,Rocky Mountain bristlecone pine,Pinus,aristata,,,PIAR
135,Arizona pine,Pinus,arizonica,,,PIAR5
103,knobcone pine,Pinus,attenuata,,,PIAT
104,foxtail pine,Pinus,balfouriana,,,PIBA
105,jack pine,Pinus,banksiana,,,PIBA2
8183,Caribbean pine,Pinus,caribaea,,,PICA18
140,Mexican pinyon pine,Pinus,cembroides,,,PICE
107,sand pine,Pinus,clausa,,,PICL
108,lodgepole pine,Pinus,contorta,,,PICO
109,Coulter pine,Pinus,coulteri,,,PICO3
8189,Japanese red pine,Pinus,densiflora,,,PIDE5
134,border pinyon,Pinus,discolor,,,PIDI3
110,shortleaf pine,Pinus,echinata,,,PIEC2
106,common or two-needle pinyon,Pinus,edulis,,,PIED
111,slash pine,Pinus,elliottii,,,PIEL
144,Honduras pine,Pinus,elliottii,elliottii,,PIELE2
112,Apache pine,Pinus,engelmannii,,,PIEN2
113,limber pine,Pinus,flexilis,,,PIFL2
115,spruce pine,Pinus,glabra,,,PIGL2
116,Jeffrey pine,Pinus,jeffreyi,,,PIJE
117,sugar pine,Pinus,lambertiana,,,PILA
118,Chihuahuan pine,Pinus,leiophylla,,,PILE
142,Great Basin bristlecone pine,Pinus,longaeva,,,PILO
8184,Chinese red pine,Pinus,massoniana,,,PIMA11
8185,Merkus pine,Pinus,merkusii,,,PIME2
133,singleleaf pinyon,Pinus,monophylla,,,PIMO
143,Arizona pinyon pine,Pinus,monophylla,fallax,,PIMOF
119,western white pine,Pinus,monticola,,,PIMO3
120,bishop pine,Pinus,muricata,,,PIMU
136,Austrian pine,Pinus,nigra,,,PINI
8186,ocote chino,Pinus,oocarpa,,,PIOO2
121,longleaf pine,Pinus,palustris,,,PIPA2
8197,five-needle pine,Pinus,parviflora,,,PIPA12
8187,Mexican weeping pine,Pinus,patula,,,PIPA13
8188,maritime pine,Pinus,pinaster,,,PIPI6
122,ponderosa pine,Pinus,ponderosa,,,PIPO
123,Table Mountain pine,Pinus,pungens,,,PIPU5
138,four-leaf or Parry pinyon pine,Pinus,quadrifolia,,,PIQU
124,Monterey pine,Pinus,radiata,,,PIRA2
141,Papershell pinyon pine,Pinus,remota,,,PIRE5
125,red pine,Pinus,resinosa,,,PIRE
126,pitch pine,Pinus,rigida,,,PIRI
127,gray or California foothill pine,Pinus,sabiniana,,,PISA2
128,pond pine,Pinus,serotina,,,PISE
100,pine spp.,Pinus,spp.,,,PINUS
114,southwestern white pine,Pinus,strobiformis,,,PIST3
129,eastern white pine,Pinus,strobus,,,PIST
130,Scotch pine,Pinus,sylvestris,,,PISY
131,loblolly pine,Pinus,taeda,,,PITA
8198,Japansese Black pine,Pinus,thunbergii,,,PITH2
139,Torrey pine,Pinus,torreyana,,,PITO
132,Virginia pine,Pinus,virginiana,,,PIVI2
137,Washoe pine,Pinus,washoensis,,,PIWA
8190,higuillo de hoja menuda,Piper,aduncum,,,PIAD
8191,higuillo de limon,Piper,amalago,,,PIAM2
8192,moth pepper,Piper,blattarum,,,PIBL
8193,Guyanese pepper,Piper,glabrescens,,,PIGL3
8194,Jamaican pepper,Piper,hispidum,,,PIHI2
8195,Caracas pepper,Piper,jacquemontianum,,,PIJA
8196,marigold pepper,Piper,marginatum,,,PIMA4
8199,spanish elder,Piper,swartzianum,,,PISW
8205,Waimea pipturus,Pipturus,albidus,,,PIAL2
8206,soga,Pipturus,argenteus,,,PIAR8
8207,pipturus,Pipturus,spp.,,,PIPTU
8208,stinkwood,Piscidia,carthagenensis,,,PICA5
887,fishpoison tree,Piscidia,piscipula,,,PIPI3
8210,piscidia,Piscidia,spp.,,,PISCI
8211,corcho bobo,Pisonia,albida,,,PIAL3
8212,Australasian catchbirdtree,Pisonia,brunoniana,,,PIBR3
8213,grand devils-claws,Pisonia,grandis,,,PIGR6
8214,aulu,Pisonia,sandwicensis,,,PISA5
8215,catchbirdtree,Pisonia,spp.,,,PISON
8216,water mampoo,Pisonia,subcordata,,,PISU
8217,umbrella catchbirdtree,Pisonia,umbellifera,,,PIUM2
8218,Kauai catchbirdtree,Pisonia,wagneriana,,,PIWA2
8219,Chinese pistache,Pistacia,chinensis,,,PICH4
8220,monkeypod,Pithecellobium,dulce,,,PIDU
8223,catclaw blackbead,Pithecellobium,unguis-cati,,,PIUN
8226,Hawaii poisonberry tree,Pittosporum,argentifolium,,,PIAR4
8227,hoawa,Pittosporum,confertiflorum,,,PICO4
8225,kamal,Pittosporum,ferrugineum,,,PIFE3
8228,Waianae Range cheesewood,Pittosporum,flocculosum,,,PIFL4
8229,Waialeale cheesewood,Pittosporum,gayanum,,,PIGA2
8230,Koolau Range cheesewood,Pittosporum,glabrum,,,PIGL4
8231,hoawa,Pittosporum,halophilum,,,PIHA3
8232,Hawaii cheesewood,Pittosporum,hawaiiense,,,PIHA4
8233,Kona cheesewood,Pittosporum,hosmeri,,,PIHO
8234,Kauai cheesewood,Pittosporum,kauaiense,,,PIKA3
8224,"Mona cheesewood, Pittosporum",Pittosporum,monae,,,PIMO4
8235,royal cheesewood,Pittosporum,napaliense,,,PINA
8236,Taiwanese cheesewood,Pittosporum,pentandrum,,,PIPE8
8238,cheesewood,Pittosporum,spp.,,,PITTO
8239,cream cheesewood,Pittosporum,terminalioides,,,PITE5
8240,Australian cheesewood,Pittosporum,undulatum,,,PIUN2
8241,cape cheesewood,Pittosporum,viridiflorum,,,PIVI5
8242,alaa,Planchonella,garberi,,,PLGA2
8243,alaa,Planchonella,grayana,,,PLGR11
8244,alaa,Planchonella,linggensis,,,PLLI6
8246,mamalava,Planchonella,samoensis,,,PLSA9
8247,Planchonella,Planchonella,spp.,,,PLANC
8248,mamalava,Planchonella,torricellensis,,,PLTO2
722,"water-elm, planertree",Planera,aquatica,,,PLAQ
8253,London planetree,Platanus,hybrida,,,PLHY3
8256,Mexican sycamore,Platanus,mexicana,,,PLME9
731,American sycamore,Platanus,occidentalis,,,PLOC
8254,Oriental planetree,Platanus,orientalis,,,PLOR6
730,California sycamore,Platanus,racemosa,,,PLRA
729,sycamore spp.,Platanus,spp.,,,PLATA
732,Arizona sycamore,Platanus,wrightii,,,PLWR2
8249,Oriental arborvitae,Platycladus,orientalis,,,PLOR80
8250,Hawaii pilo kea,Platydesma,remyi,,,PLRE4
8251,Maui pilo kea,Platydesma,spathulata,,,PLSP3
8252,platydesma,Platydesma,spp.,,,PLATY
8255,chupa gallo,Pleodendron,macranthum,,,PLMA6
8257,golden hala pepe,Pleomele,aurea,,,PLAU2
8258,Maui hala pepe,Pleomele,auwahiensis,,,PLAU5
8259,Lanai hala pepe,Pleomele,fernaldii,,,PLFE
8260,Waianae Range hala pepe,Pleomele,forbesii,,,PLFO2
8261,royal hala pepe,Pleomele,halapepe,,,PLHA3
8262,Hawaii hala pepe,Pleomele,hawaiiensis,,,PLHA4
8263,hala pepe,Pleomele,spp.,,,PLEOM
8266,nosegaytree,Plumeria,alba,,,PLAL
8268,Singapore graveyard flower,Plumeria,obtusa,,,PLOB2
8269,Plumeria obtusa,Plumeria,obtusa,obtusa,,PLOBO
8271,templetree,Plumeria,rubra,,,PLRU2
8272,Plumeria,Plumeria,spp.,,,PLUME
8273,yucca plum pine,Podocarpus,coriaceus,,,POCO3
8274,yew plum pine,Podocarpus,macrophyllus,,,POMA32
8275,Poitea florida,Poitea,florida,,,POFL20
8276,Poitea punicea,Poitea,punicea,,,POPU19
8279,violet tree,Polygala,cowellii,,,POCO5
8280,crevajosa,Polygala,penaea,,,POPE13
8283,bungaruau,Polyscias,grandifolia,,,POGR28
8284,geranium aralia,Polyscias,guilfoylei,,,POGU
8285,Polyscias macgillivrayi,Polyscias,macgillivrayi,,,POMA
8286,bngei,Polyscias,nodosa,,,PONO10
8287,tagitagi,Polyscias,samoensis,,,POSA27
8288,shield aralia,Polyscias,scutellaria,,,POSC10
8289,Polyscias,Polyscias,spp.,,,POLYS4
8290,tava,Pometia,pinnata,,,POPI12
8292,kattai,Ponapea,hosinoi,,,POHO
8293,Ponapea ledermanniana,Ponapea,ledermanniana,,,POLE21
8294,Ponapea,Ponapea,spp.,,,PONAP
8296,hardy orange,Poncirus,trifoliata,,,POTR4
8295,kisaks,Pongamia,pinnata,,,POPI4
752,silver poplar,Populus,alba,,,POAL7
749,narrowleaf cottonwood,Populus,angustifolia,,,POAN3
741,balsam poplar,Populus,balsamifera,,,POBA2
747,black cottonwood,Populus,balsamifera,,trichocarpa,POBAT
742,eastern cottonwood,Populus,deltoides,,,PODE3
745,plains cottonwood,Populus,deltoides,,monilifera,PODEM
748,Fremont cottonwood,Populus,fremontii,,,POFR2
743,bigtooth aspen,Populus,grandidentata,,,POGR4
744,swamp cottonwood,Populus,heterophylla,,,POHE4
753,Lombardy poplar,Populus,nigra,,,PONI
740,cottonwood and poplar spp.,Populus,spp.,,,POPUL
746,quaking aspen,Populus,tremuloides,,,POTR5
8313,Carolina poplar,Populus,x canadensis,,,POCA19
8314,gray poplar,Populus,x canescens,,,POCA14
8297,Abiu,Pouteria,caimito,,,POCA43
8298,"elangel, chelangel",Pouteria,calcarea,,,POCA6
8299,eggfruit,Pouteria,campechiana,,,POCA23
8300,cocuyo,Pouteria,dictyoneura,,,PODI5
8301,redmammee,Pouteria,hotteana,,,POHO4
8302,bullytree,Pouteria,multiflora,,,POMU6
8303,lalahag,Pouteria,obovata,,,POOB8
8304,alaa,Pouteria,sandwicensis,,,POSA11
8305,mammee sapote,Pouteria,sapota,,,POSA13
8306,pouteria,Pouteria,spp.,,,POUTE
8307,ahgao,Premna,obtusifolia,,,PROB
8308,Premna pubescens,Premna,pubescens,,,PRPU5
8309,aloalo,Premna,serratifolia,,,PRSE6
8310,Premna,Premna,spp.,,,PREMN
8311,Prestoea acuminata,Prestoea,acuminata,,,PRACM
8315,Hawaii pritchardia,Pritchardia,affinis,,,PRAF
8316,Maui pritchardia,Pritchardia,arecina,,,PRAR2
8317,Kilauea pritchardia,Pritchardia,beccariana,,,PRBE
8318,Mt. Eke pritchardia,Pritchardia,forbesiana,,,PRFO
8319,Makaleha pritchardia,Pritchardia,hardyi,,,PRHA2
8320,loulu lelo,Pritchardia,hillebrandii,,,PRHI
8321,Waianae Range pritchardia,Pritchardia,kaalae,,,PRKA
8322,Lanai pritchardia,Pritchardia,lanaiensis,,,PRLA3
8323,loulu,Pritchardia,lanigera,,,PRLA4
8324,Limahuli Valley pritchardia,Pritchardia,limahuliensis,,,PRLI2
8325,Molokai pritchardia,Pritchardia,lowreyana,,,PRLO2
8326,Koolau Range pritchardia,Pritchardia,martii,,,PRMA5
8327,Alakai Swamp pritchardia,Pritchardia,minor,,,PRMI3
8328,Kamalo pritchardia,Pritchardia,munroi,,,PRMU3
8329,fan palm,Pritchardia,pacifica,,,PRPA11
8330,Waioli Valley pritchardia,Pritchardia,perlmanii,,,PRPE7
8331,Nihoa pritchardia,Pritchardia,remota,,,PRRE
8336,lands of papa pritchardia,Pritchardia,schattaueri,,,PRSC
8337,pritchardia,Pritchardia,spp.,,,PRITC
8338,stickybud pritchardia,Pritchardia,viscosa,,,PRVI2
8339,poleline pritchardia,Pritchardia,waialealeana,,,PRWA
8340,guasimilla,Prockia,crucis,,,PRCR2
8341,fua lole,Procris,pedunculata,,,PRPE6
8342,jand,Prosopis,cineraria,,,PRCI4
756,honey mesquite,Prosopis,glandulosa,,,PRGL2
8343,mesquite,Prosopis,juliflora,,,PRJU
8344,kiawe,Prosopis,pallida,,,PRPA4
758,screwbean mesquite,Prosopis,pubescens,,,PRPU
755,mesquite spp.,Prosopis,spp.,,,PROSO
757,velvet mesquite,Prosopis,velutina,,,PRVE
769,Allegheny plum,Prunus,alleghaniensis,,,PRAL5
766,American plum,Prunus,americana,,,PRAM
770,Chickasaw plum,Prunus,angustifolia,,,PRAN3
771,"sweet cherry, domesticated",Prunus,avium,,,PRAV
8348,cherry plum,Prunus,cerasifera,,,PRCE2
772,"sour cherry, domesticated",Prunus,cerasus,,,PRCE
773,"European plum, domesticated",Prunus,domestica,,,PRDO
768,bitter cherry,Prunus,emarginata,,,PREM
6696,cherry laurel,Prunus,laurocerasus,,,PRLA5
774,"Mahaleb cherry, domesticated",Prunus,mahaleb,,,PRMA
8346,West Indian cherry,Prunus,myrtifolia,,,PRMY
765,Canada plum,Prunus,nigra,,,PRNI
8347,western cherry laurel,Prunus,occidentalis,,,PROC
761,pin cherry,Prunus,pensylvanica,,,PRPE2
764,peach,Prunus,persica,,,PRPE3
8349,Prunus serotina,Prunus,serotina,,capuli,PRSEC
762,black cherry,Prunus,serotina,,,PRSE2
6707,Japanese flowering cherry,Prunus,serrulata,,,PRSE3
760,cherry and plum spp.,Prunus,spp.,,,PRUNU
763,chokecherry,Prunus,virginiana,,,PRVI
8357,Yoshino flowering cherry,Prunus,x yedoensis,,,PRYE
8352,false breadnut,Pseudolmedia,spuria,,,PSSP2
8353,Florida cherry palm,Pseudophoenix,sargentii,,,PSSA
201,bigcone Douglas-fir,Pseudotsuga,macrocarpa,,,PSMA
202,Douglas-fir,Pseudotsuga,menziesii,,,PSME
200,Douglas-fir spp.,Pseudotsuga,spp.,,,PSEUD7
8354,mountain guava,Psidium,amplexicaule,,,PSAM
8355,strawberry guava,Psidium,cattleianum,,,PSCA
8356,guava,Psidium,guajava,,,PSGU
8358,Psidium longipes,Psidium,longipes,,,PSLOO
8359,Sintenis' guava,Psidium,sintenisii,,,PSSI2
8361,cachimbo-cumun,Psychotria,berteriana,,,PSBE
8362,palo de cachimbo,Psychotria,brachiata,,,PSBR2
8363,Browne's wild coffee,Psychotria,brownei,,,PSBR3
8368,chimei,Psychotria,carolinensis,,,PSCA18
8413,Psychotria cheathamiana,Psychotria,cheathamiana,,,PSCH4
8364,Psychotria domingensis,Psychotria,domingensis,,,PSDO2
8365,Koolau Range wild coffee,Psychotria,fauriei,,,PSFA
8366,largeflower wild coffee,Psychotria,grandiflora,,,PSGR
8367,cachimbo grande,Psychotria,grandis,,,PSGR2
8369,Kauai wild coffee,Psychotria,greenwelliae,,,PSGR3
8370,Waianae Range wild coffee,Psychotria,hathewayi,,,PSHA2
8373,kopikoula,Psychotria,hawaiiensis,,,PSHA3
8377,woodland wild coffee,Psychotria,hexandra,,,PSHE2
8382,Oahu wild coffee,Psychotria,hexandra,,oahuensis,PSHEO
8386,milolii kopiwai,Psychotria,hobdyi,,,PSHO
8387,matalafi,Psychotria,insularum,,,PSIN10
8388,kopiko kea,Psychotria,kaduana,,,PSKA
8389,cachimbo de gato,Psychotria,maleolens,,,PSMA4
8390,aplohkateng,Psychotria,mariana,,,PSYMAR
8391,cachimbo de maricao,Psychotria,maricaensis,,,PSMA5
8392,forest wild coffee,Psychotria,mariniana,,,PSMA6
8393,opiko,Psychotria,mauiensis,,,PSMA7
8394,thicket wild coffee,Psychotria,microdon,,,PSMI
8395,floating balsamo,Psychotria,nutans,,,PSNU2
8397,hairy wild coffee,Psychotria,pubescens,,,PSPU
8398,Psychotria rhombocarpa,Psychotria,rhombocarpa,,,PSRH2
8399,Psychotria rotensis,Psychotria,rotensis,,,PSRO2
8400,wild coffee,Psychotria,spp.,,,PSYCH
8401,leatherleaf wild coffee,Psychotria,wawrae,,,PSWA2
6381,Olasina,Psydrax,merrillii,,,CAME35
8402,alahee,Psydrax,odorata,,,PSOD
8403,common hoptree,Ptelea,trifoliata,,,PTTR
8404,Kauai pteralyxia,Pteralyxia,kauaiensis,,,PTKA
8405,ridged pteralyxia,Pteralyxia,macrocarpa,,,PTMA
8406,pteralyxia,Pteralyxia,spp.,,,PTERA
8407,pterocarpus,Pterocarpus,indicus,,,PTIN2
8408,Burma padauk,Pterocarpus,macrocarpus,,,PTMA7
8409,Malabar kino,Pterocarpus,marsupium,,,PTMA3
8410,dragonsblood tree,Pterocarpus,officinalis,,,PTOF
8411,Chinese wingnut,Pterocarya,stenoptera,,,PTST80
8412,Ptychococcus ledermannianus,Ptychococcus,ledermannianus,,,PTLE3
8415,Macarthur feather palm,Ptychosperma,macarthuri,,,PTMA8
8416,chesdbuuch,Ptychosperma,palauense,,,PTPA
8418,Ptychosperma,Ptychosperma,spp.,,,PTYCH4
8419,pomegranate,Punica,granatum,,,PUGR2
6759,Stansbury cliffrose,Purshia,stansburiana,,,PUST
8421,Callery pear,Pyrus,calleryana,,,PYCA80
8423,common pear,Pyrus,communis,,,PYCO
8426,Chinese pear,Pyrus,pyrifolia,,,PYPY2
8420,pear,Pyrus,Spp.,,,PYRUS
8422,swizzlestick tree,Quararibea,turbinata,,,QUTU
8427,sawtooth oak,Quercus,acutissima,,,QUAC80
801,California live oak,Quercus,agrifolia,,,QUAG
802,white oak,Quercus,alba,,,QUAL
803,Arizona white oak,Quercus,arizonica,,,QUAR
6768,Arkansas oak,Quercus,arkansana,,,QUAR2
8429,bastard white oak,Quercus,austrina,,,QUAU
804,swamp white oak,Quercus,bicolor,,,QUBI
8513,Buckley oak,Quercus,buckleyi,,,QUBU2
8437,European turkey oak,Quercus,cerris,,,QUCE
805,canyon live oak,Quercus,chrysolepis,,,QUCH2
806,scarlet oak,Quercus,coccinea,,,QUCO2
807,blue oak,Quercus,douglasii,,,QUDO
809,northern pin oak,Quercus,ellipsoidalis,,,QUEL
810,Emory oak,Quercus,emoryi,,,QUEM
811,Engelmann oak,Quercus,engelmannii,,,QUEN
812,southern red oak,Quercus,falcata,,,QUFA
8438,Texas live oak,Quercus,fusiformis,,,QUFU
814,Gambel oak,Quercus,gambelii,,,QUGA
815,Oregon white oak,Quercus,garryana,,,QUGA4
8441,sand live oak,Quercus,geminata,,,QUGE2
6782,Georgia oak,Quercus,georgiana,,,QUGE
851,Chisos oak,Quercus,graciliformis,,,QUGR
8511,Graves oak,Quercus,gravesii,,,QUGR2
846,gray oak,Quercus,grisea,,,QUGR3
6785,Havard oak,Quercus,havardii,,,QUHA3
8449,Darlington oak,Quercus,hemisphaerica,,,QUHE2
843,silverleaf oak,Quercus,hypoleucoides,,,QUHY
8450,holly oak,Quercus,ilex,,,QUIL2
816,scrub oak,Quercus,ilicifolia,,,QUIL
817,shingle oak,Quercus,imbricaria,,,QUIM
842,bluejack oak,Quercus,incana,,,QUIN
818,California black oak,Quercus,kelloggii,,,QUKE
8514,Lacey oak,Quercus,laceyi,,,QULA
819,turkey oak,Quercus,laevis,,,QULA2
820,laurel oak,Quercus,laurifolia,,,QULA3
821,California white oak,Quercus,lobata,,,QULO
822,overcup oak,Quercus,lyrata,,,QULY
823,bur oak,Quercus,macrocarpa,,,QUMA2
840,dwarf post oak,Quercus,margarettiae,,,QUMA6
824,blackjack oak,Quercus,marilandica,,,QUMA3
825,swamp chestnut oak,Quercus,michauxii,,,QUMI
841,dwarf live oak,Quercus,minima,,,QUMI2
826,chinkapin oak,Quercus,muehlenbergii,,,QUMU
6791,myrtle oak,Quercus,myrtifolia,,,QUMY
827,water oak,Quercus,nigra,,,QUNI
829,Mexican blue oak,Quercus,oblongifolia,,,QUOB
844,Oglethorpe oak,Quercus,oglethorpensis,,,QUOG
813,cherrybark oak,Quercus,pagoda,,,QUPA5
830,pin oak,Quercus,palustris,,,QUPA2
6794,durmast oak,Quercus,petraea,,,QUPE2
831,willow oak,Quercus,phellos,,,QUPH
8512,Mexican white oak,Quercus,polymorpha,,,QUPO2
845,dwarf chinkapin oak,Quercus,prinoides,,,QUPR
832,chestnut oak,Quercus,prinus,,,QUPR2
8453,pungent oak,Quercus,pungens,,,QUPU
6797,English oak,Quercus,robur,,,QURO2
8492,robust oak,Quercus,robusta,,,QURO3
833,northern red oak,Quercus,rubra,,,QURU
847,netleaf oak,Quercus,rugosa,,,QURU4
834,Shumard oak,Quercus,shumardii,,,QUSH
836,Delta post oak,Quercus,similis,,,QUSI2
8487,bastard oak,Quercus,sinuata,breviloba,,QUSIB
808,Durand oak,Quercus,sinuata,sinuata,,QUSIS
6799,bastard oak,Quercus,sinuata,,,QUSI
800,oak spp.,Quercus,spp.,,,QUERC
835,post oak,Quercus,stellata,,,QUST
8424,cork oak,Quercus,suber,,,QUSU5
8455,lateleaf oak,Quercus,tardifolia,,,QUTA
828,Texas red oak,Quercus,texana,,,QUTE
8457,Toumey oak,Quercus,toumeyi,,,QUTO2
8459,Sonoran scrub oak,Quercus,turbinella,,,QUTU2
8461,sandpaper oak,Quercus,vaseyana,,,QUVA5
837,black oak,Quercus,velutina,,,QUVE
838,live oak,Quercus,virginiana,,,QUVI
839,interior live oak,Quercus,wislizeni,,,QUWI2
8425,white indigoberry,Randia,aculeata,,,RAAC
8430,togo vao,Rapanea,myricifolia,,,RAMY
8432,omechidel,Rauvolfia,insularis,,,RAIN8
8433,palo amargo,Rauvolfia,nitida,,,RANI2
8434,devils-pepper,Rauvolfia,sandwicensis,,,RASA3
8435,devils-pepper,Rauvolfia,spp.,,,RAUVO
8431,poison devils-pepper,Rauvolfia,vomitoria,,,RAVO
8436,traveler's tree,Ravenala,madagascariensis,,,RAMA7
8439,tortugo prieto,Ravenia,urbanii,,,RAUR
8440,vi vao,Reynoldsia,lanutoensis,,,RELA
8442,ohe makai,Reynoldsia,sandwicensis,,,RESA
8443,reynoldsia,Reynoldsia,spp.,,,REYNO
8444,guama,Reynosia,guama,,,REGU
8445,Krug's darlingplum,Reynosia,krugii,,,REKR
8447,sloe,Reynosia,uncinata,,,REUN
6918,common buckthorn,Rhamnus,cathartica,,,RHCA3
8456,Rheeda,Rheedia,edulis,,,RHED4
8458,mangle,Rhizophora,apiculata,,,RHAP2
8460,Rhizophora lamarckii,Rhizophora,lamarckii,,,RHLA12
989,American mangrove,Rhizophora,mangle,,,RHMA2
8462,mangle hembra,Rhizophora,mucronata,,,RHMU
8463,mangrove,Rhizophora,spp.,,,RHIZO
8464,Rhizophora stylosa,Rhizophora,stylosa,,,RHST8
8471,Catawba rosebay,Rhododendron,catawbiense,,,RHCA8
8465,rose myrtle,Rhodomyrtus,spp.,,,RHODO2
8466,Rhodomyrtus tomentosus,Rhodomyrtus,tomentosa,,,RHTO10
8475,winged sumac,Rhus,copallinum,,,RHCO
8477,smooth sumac,Rhus,glabra,,,RHGL
8479,prairie sumac,Rhus,lanceolata,,,RHLA3
8467,neneleau,Rhus,sandwicensis,,,RHSA2
8468,sumac,Rhus,spp.,,,RHUS
8469,tavai,Rhus,taitensis,,,RHTA
6924,staghorn sumac,Rhus,typhina,,,RHTY
8472,castorbean,Ricinus,communis,,,RICO3
8473,ricinus,Ricinus,spp.,,,RICIN
8474,Rinorea carolinensis,Rinorea,carolinensis,,,RICA16
8486,bristly locust,Robinia,hispida,,,ROHI
902,New Mexico locust,Robinia,neomexicana,,,RONE
901,black locust,Robinia,pseudoacacia,,,ROPS
8476,greenheart ebony,Rochefortia,acanthophora,,,ROAC2
8478,Rochefortia spinosa,Rochefortia,spinosa,,,ROSP8
8480,Rollinia,Rollinia,deliciosa,,,RODE5
8481,wild sugar apple,Rollinia,mucosa,,,ROMU3
8483,cordobancillo,Rondeletia,inermis,,,ROIN4
8484,cordobancillo peludo,Rondeletia,pilosa,,,ROPI3
8485,Juan Tomas,Rondeletia,portoricensis,,,ROPO
8489,Puerto Rico royal palm,Roystonea,borinquena,,,ROBO
8490,Roystonea elata,Roystonea,elata,,,ROEL
8491,royal palm,Roystonea,oleracea,,,ROOL
909,royal palm spp.,Roystonea,spp.,,,ROYST
8494,Puerto Rico palmetto,Sabal,causiarum,,,SACA
911,Mexican palmetto,Sabal,mexicana,,,SAME8
8495,dwarf palmetto,Sabal,minor,,,SAMI8
912,cabbage palmetto,Sabal,palmetto,,,SAPA
8499,white hogwood,Sagraea,umbrosa,,,SAUM3
927,white willow,Salix,alba,,,SAAL2
921,peachleaf willow,Salix,amygdaloides,,,SAAM2
923,Bebb willow,Salix,bebbiana,,,SABE2
924,Bonpland willow,Salix,bonplandiana,,,SABO
925,coastal plain willow,Salix,caroliniana,,,SACA5
8502,pussy willow,Salix,discolor,,,SADI
