Id,x,y,SLOPE_PERCENT,DS_AVGSLOPE,US_MAXSLOPE,TOTLENGTH_UCA,DRAINAGE_DENS,MEAN_MRVBF,UC_CV_PPT,UCWARMQT_PPT,CV_TEMP,MAXWARMP_TEMP,DS_MINCOLDP_TEMP,UC_SOLDEPTH,NONATVEG,UC_ROAD_DENS,TRECOV,DS_AVGRIPTRECOV,UC_RIP_TRECOV,UC_TWI,RIV,Gadbis
66261,1,1,6.3652,0.1227,6.6568,0.7011,1.5215,0.242,21.3976,155.3438,1.55,26.8503,2.6285,0.9,0.6832,2.728,0.118,0.3746,0.1461,8.9716,1,0
66262,1,1,5.5504,0.1684,8.257,0.1349,0.8163,0.2938,25.9758,165.4915,1.5697,26.5344,2.6233,0.9,0,3.3961,1,0.385,1,9.2986,1,0
66263,1,1,7.923,0.1607,15.498,1.1605,1.9817,0.4185,26.2889,168.7869,1.57,26.8545,2.6237,0.9,0,1.5407,1,0.3841,1,9.2566,1,0
66277,1,1,6.4534,0.119,6.4534,0.8323,1.8561,0.162,27.5424,159.5165,1.5793,26.9351,2.625,0.9,0.05,6.7873,0.95,0.3972,0.9716,9.0557,1,0
66286,1,1,14.3949,0.1618,20.7852,0.119,1.0549,0.0244,21.039,160.117,1.55,26.4344,2.6251,0.9,0.0461,5.7288,0.0283,0.3847,0.2274,8.048,1,0
66291,1,1,2.3929,0.1274,9.0186,5.2111,1.7576,0.3992,21.2433,160.97,1.55,26.9533,2.6111,0.9,0.7342,1.3214,0.1467,0.3761,0.3636,8.7531,1,0
66292,1,1,2.8195,0.0834,8.3107,1.5127,2.7483,0.5266,20.7849,143.9666,1.55,27.9266,2.6175,0.9,0.8514,1.8199,0.1306,0.375,0.0874,9.0878,1,0
66297,1,1,0.0552,0.0793,8.3107,2.8637,2.3312,1.6995,20.4878,141.9997,1.55,28.056,2.6166,0.9,0.9917,2.1649,0.0083,0.3754,0.103,9.697,1,0
66308,1,1,5.6388,0.1039,6.1055,1.6655,1.6905,0.2602,22.4823,149.3772,1.56,27.3616,2.6163,0.9,0.6212,0,0.2822,0.3746,0.3076,8.8198,1,0
66319,1,1,1.0381,0.1437,20.7852,11.6853,1.8425,0.2056,21.6435,167.7509,1.55,26.8888,2.6259,0.9,0,1.3087,0.5373,0.3866,0.725,8.4708,1,0
66320,1,1,20.7852,0.1743,20.7852,0.2549,1.5502,0.0311,21.3455,161.3747,1.55,26.3723,2.6258,0.9,0,0,1,0.3875,1,8.1463,1,0
66321,1,1,2.4345,0.143,37.7802,7.272,1.9365,0.4502,25.9641,172.718,1.5622,26.901,2.6243,0.9,0,2.1204,1,0.3815,1,8.9992,1,0
66322,1,1,29.0646,0.2412,29.0646,0.1107,0.8569,0.1685,29.7616,196.6533,1.56,24.6071,2.6192,0.9,0,0,1,0.3868,1,8.8848,1,0
66323,1,1,14.8431,0.1997,34.6474,1.6495,2.0965,0.0373,29.6965,195.7483,1.5602,25.254,2.6209,0.9,0,2.7965,1,0.3859,1,8.9975,1,0
66329,1,1,10.1783,0.109,10.1783,0.5377,2.0306,0.1624,21.639,152.1647,1.55,27.1162,2.6109,0.9,0.7054,0,0.2326,0.3748,0.3717,8.7039,1,0
66357,1,1,7.2423,0.1585,7.2423,0.317,1.248,0.1576,25.3795,168,1.56,26.3877,2.6238,0.9,0.6787,0,0.315,0.3773,0.0725,8.5975,1,0
66363,1,1,3.0729,0.1164,33.3916,3.2101,1.9013,0.3003,21.7247,162.9235,1.55,26.9945,2.6069,0.9,0.5756,0.3645,0.2156,0.3763,0.5912,8.6062,1,0
66364,1,1,8.3107,0.0958,8.3107,0.4197,2.281,0.2141,20.8739,144.0674,1.55,27.6102,2.6182,0.9,0.9957,1.8893,0,0.3744,0,8.9912,1,0
66383,1,1,0.1024,0.0791,54.8854,945.1341,2.0216,4.0952,20.1296,192.8635,1.55,28.1,2.6135,1.1466,0.7332,1.7718,0.2667,0.3763,0.7042,9.2899,1,0
66390,1,1,3.9632,0.1192,11.5152,1.3526,2.4539,0.2937,21.1509,158.0015,1.55,26.9133,2.6069,0.9,0.4638,0,0.1722,0.3761,0.1773,8.6256,1,0
66391,1,1,8.257,0.1723,8.257,0.955,2.2956,0.247,26.4269,170.1875,1.5641,26.2737,2.6231,0.9,0,0.8201,1,0.385,1,9.2444,1,0
66395,1,1,2.0961,0.1522,15.498,15.1362,2.173,0.4317,27.4369,182.5915,1.5634,26.7036,2.6236,0.9,0,1.8745,1,0.3841,1,9.121,1,0
66397,1,1,6.0674,0.1271,8.6498,1.0728,1.924,0.2024,21.2174,159.406,1.55,26.524,2.6096,0.9,0.4627,0.8524,0.2303,0.3756,0.1072,8.5823,1,0
66401,1,1,1.9439,0.1135,17.1988,1.9533,1.7268,0.3653,21.4703,155.9788,1.55,27.0658,2.6284,0.9,0.5333,1.5781,0.1378,0.3749,0.1146,8.9279,1,0
66405,1,1,12.7468,0.1924,33.8337,2.8946,2.0506,0.0511,29.758,190.408,1.5681,25.6176,2.6151,0.9,0,0.447,1,0.4072,1,9.0106,1,0
66406,1,1,4.3551,0.1746,33.8337,16.2175,2.1486,0.2554,30.2829,196.633,1.57,26.3619,2.6163,0.9,0,2.268,1,0.4064,1,9.3108,1,0
66410,1,1,6.6568,0.1231,6.6568,0.7411,1.8236,0.1682,21.7195,159.4104,1.55,26.6459,2.6284,0.9,0.5945,0.4067,0.0187,0.3744,0.055,8.7863,1,0
66417,1,1,7.0501,0.158,33.8337,1.4582,2.0772,0.1249,28.4399,174.5755,1.5703,26.4189,2.6183,0.9,0,1.2557,1,0.403,1,8.9395,1,0
66420,1,1,6.7741,0.1578,7.2423,0.3756,2.129,0.1313,25.4785,168.127,1.56,26.3932,2.6238,0.9,0.2608,0,0.6938,0.3777,0.3846,8.5582,1,0
66425,1,1,6.4547,0.1122,33.2052,0.2714,1.4816,0.086,21.607,153.5349,1.55,27.0026,2.6263,0.9,0.7707,0,0.1157,0.3754,0.2941,8.3555,1,0
66426,1,1,2.3229,0.106,33.2052,3.759,1.7755,0.3107,21.9864,157.0282,1.55,27.174,2.6264,0.9,0.5969,0.6698,0.3911,0.3755,0.291,8.4951,1,0
66430,1,1,0.1498,0.0792,54.8854,4.6422,2.3365,2.5832,20.3779,141.8265,1.55,28.0877,2.6146,0.9,0.5789,2.5295,0.4211,0.3765,0.1251,9.9208,1,0
66431,1,1,0.1552,0.0793,8.3107,3.686,2.2443,1.8674,20.4165,141.8473,1.55,28.0096,2.6156,0.9,0.8904,2.3842,0.0958,0.3759,0.0927,9.8428,1,0
66442,1,1,15.6893,0.222,29.0646,1.0263,2.2006,0.0414,30.2367,199.0815,1.56,24.8772,2.6194,0.9,0,3.8933,1,0.3868,1,9.2802,1,0
66443,1,1,14.56,0.2426,15.3302,0.3631,1.7292,0.566,30.5886,200.3657,1.56,24.3672,2.6175,0.9,0,2.4079,1,0.3877,1,9.6269,1,0
66445,1,1,0.9796,0.145,20.7852,11.229,1.8401,0.2551,21.669,168.116,1.5443,26.9529,2.6263,0.9,0.0083,1.3341,0.8265,0.3875,0.7123,8.4809,1,0
66446,1,1,6.1909,0.1517,12.4223,0.348,2.2307,0.2246,25.2744,164.7897,1.56,26.589,2.624,0.9,0,1.9551,0.9999,0.3824,1,9.2737,1,0
66451,1,1,10.2699,0.2861,10.2699,0.2156,1.7384,0.1576,30.5645,198.1774,1.56,24.5029,2.6064,0.9,0,0,1,0.41,1,9.1862,1,0
66458,1,1,0.283,0.0854,40.5577,490.7127,1.978,0.9112,26.1417,208.8591,1.5522,27.9828,2.6181,0.983,0.8279,1.758,0.081,0.3736,0.8395,9.2751,1,0
66460,1,1,8.7776,0.284,10.2699,0.1383,1.0228,0.1178,30.5503,198.6065,1.56,24.4967,2.6064,0.9,0,0,1,0.41,1,9.493,1,0
66465,1,1,7.0783,0.138,9.0186,0.4328,1.9603,0.183,21.317,160.75,1.55,26.4835,2.6112,0.9,0.4547,0.2845,0.2881,0.376,0.2683,8.7579,1,0
66467,1,1,3.2992,0.0986,10.1783,0.6377,1.0339,0.2432,21.3379,149.4955,1.55,27.2813,2.6111,0.9,0.6511,0.218,0.2503,0.3745,0.1581,9.06,1,0
66471,1,1,2.7951,0.1468,12.4223,6.6026,1.901,0.5129,26.0299,173.5656,1.56,26.8326,2.6241,0.9,0,2.0681,1,0.3824,1,8.9655,1,0
66472,1,1,8.142,0.1227,8.2104,1.2123,2.26,0.1742,27.7397,161.5026,1.5752,26.8428,2.6251,0.9,0.0962,2.7418,0.9038,0.3975,0.8093,8.8748,1,0
66476,1,1,7.3432,0.1181,10.053,1.1487,2.7827,0.1632,21.3915,157.8072,1.55,26.6922,2.6052,0.9,0.3169,1.1057,0.438,0.3773,0.5258,8.4666,1,0
66481,1,1,1.7978,0.13,9.0186,4.0823,1.7691,0.3138,21.3943,162.7074,1.55,26.9041,2.6115,0.9,0.6996,1.457,0.248,0.3758,0.3815,8.6581,1,0
66488,1,1,10.053,0.1302,10.053,0.6543,1.7127,0.0628,22.3047,165.6764,1.55,26.2782,2.6052,0.9,0.4168,0,0.3162,0.3773,0.0671,8.311,1,0
66501,1,1,3.7963,0.1108,17.1988,3.2336,1.8302,0.3126,21.4073,155.4596,1.55,27.1924,2.628,0.9,0.6282,1.2827,0.1247,0.3752,0.1335,8.9414,1,0
66505,1,1,4.933,0.0931,4.933,0.5161,2.0006,0.2759,21.2744,143.4186,1.5563,27.7436,2.6196,0.9,0.6295,3.2405,0.1055,0.3727,0.1416,8.9583,1,0
66506,1,1,0.3973,0.0858,40.5577,0.8817,2.0485,1.9968,21.0046,142.8095,1.55,28,2.6189,0.9,1,2.5615,0,0.3731,0.1217,9.3263,1,0
66508,1,1,8.8349,0.1326,11.5152,0.1983,1.62,0.0656,21.2843,159.0556,1.55,26.6088,2.6071,0.9,0.4542,0,0.1471,0.3759,0.2564,8.3689,1,0
66510,1,1,3.742,0.0848,8.3107,0.4639,2.5713,0.4616,20.4545,142.2971,1.55,27.784,2.6164,0.9,0.8115,3.4437,0.0509,0.3755,0.125,9.417,1,0
66515,1,1,5.612,0.1823,33.8337,12.9318,2.1921,0.3363,30.5099,199.2216,1.57,26.2526,2.6155,0.9,0,2.6219,1,0.4072,1,9.3853,1,0
66516,1,1,8.2104,0.1228,8.2104,0.5831,3.8264,0.206,27.5722,160.1024,1.5743,26.942,2.6251,0.9,0.1706,2.5861,0.8293,0.3971,0.54,8.9933,1,0
66535,1,1,7.9293,0.0952,8.3107,0.595,2.1433,0.2519,20.9467,144.9798,1.55,27.565,2.6182,0.9,0.9049,0.6111,0.0504,0.3746,0.1269,8.896,1,0
66537,1,1,2.0871,0.1478,20.6089,10.4416,1.808,0.1532,21.704,168.5437,1.5408,26.9208,2.6267,0.9,0,1.3053,0.8302,0.3883,0.7313,8.4969,1,0
66541,1,1,3.8407,0.1521,12.4223,6.0008,1.9084,1.1593,26.1053,174.6836,1.56,26.8793,2.6239,0.9,0,1.9314,1,0.3833,1,8.9257,1,0
66551,1,1,10.7067,0.173,11.6645,0.2266,1.6418,0.0503,29.0029,181.6986,1.5648,25.6493,2.6171,0.9,0,1.8093,1,0.4039,1,8.9617,1,0
66556,1,1,12.3554,0.1751,16.4516,0.0907,0.7793,0.0362,21.5808,163.7663,1.5493,26.2564,2.627,0.9,0,0,1,0.3909,1,8.2165,1,0
66561,1,1,14.1871,0.184,16.4516,0.1473,0.9845,0.0646,21.8209,165.4947,1.55,26.1722,2.6269,0.9,0,0.6208,1,0.3918,1,8.4716,1,0
66570,1,1,15.3302,0.2437,15.3302,0.3004,1.7797,0.2329,30.3863,200.6019,1.56,24.3818,2.6175,0.9,0,6.4324,1,0.3877,1,9.2303,1,0
66574,1,1,4.444,0.1572,18.9016,4.4108,1.7404,0.0367,21.8288,167.9959,1.5472,26.5235,2.6271,0.9,0,1.4781,1,0.39,0.815,8.549,1,0
66575,1,1,3.8679,0.1163,17.1988,0.954,2.0632,0.6899,21.3971,156.3019,1.55,27.1058,2.6284,0.9,0.7811,0.5795,0.1674,0.3749,0.125,8.8982,1,0
66580,1,1,2.2128,0.1509,20.6089,10.0977,1.7925,0.1632,21.7192,168.7196,1.5422,26.824,2.627,0.9,0.006,1.2641,0.7844,0.3891,0.7283,8.5037,1,0
66596,1,1,8.4865,0.1589,12.4223,0.3204,2.0228,0.1762,25.6389,165.2273,1.56,26.5871,2.6238,0.9,0,1.2993,1,0.3833,1,8.8696,1,0
66598,1,1,12.1945,0.1341,17.1988,0.359,2.4126,0.1258,21.6398,159.5565,1.55,26.6591,2.6285,0.9,0.5887,0,0.215,0.3745,0.141,8.5081,1,0
66600,1,1,0.1905,0.1905,0.1905,0.4598,2.7432,2.7263,20,142.0024,1.55,27.9931,3.2286,0.9,0.6516,0.559,0,0,0,12.0233,1,0
66604,1,1,15.498,0.1831,15.498,0.1349,1.139,0.0364,27.3142,179.1216,1.56,25.7622,2.6222,0.9,0,0.0382,1,0.3859,1,8.6701,1,0
66613,1,1,3.3044,0.168,16.4516,3.0623,1.7274,0.0668,21.9986,170.2527,1.55,26.3189,2.627,0.9,0,1.9738,1,0.3918,0.7338,8.6492,1,0
66616,1,1,9.2935,0.1377,17.9664,0.2394,0.9686,0.0631,24.0825,158.5663,1.56,26.917,2.6269,0.9,0.0421,2.3903,0.9579,0.3745,1,8.3892,1,0
66618,1,1,10.5304,0.1833,33.8337,0.57,3.5448,0.0758,28.7388,180.9701,1.5651,25.6891,2.6159,0.9,0,1.8173,1,0.4064,1,9.2624,1,0
66620,1,1,11.7603,0.1986,33.8337,10.4633,2.159,0.0565,30.4843,199.5909,1.5677,25.8338,2.6145,0.9,0,2.3242,1,0.4081,1,9.4441,1,0
66632,1,1,6.2761,0.1611,15.498,2.8107,2.714,0.2515,28.1692,185.316,1.5607,26.4757,2.6231,0.9,0,0.8356,1,0.385,1,8.7951,1,0
66638,1,1,7.326,0.1242,17.9664,6.6563,1.5988,0.2858,25.2085,169.867,1.56,27.36,2.6269,0.9,0.3,2.2208,0.7,0.3736,0.949,8.6029,1,0
66639,1,1,6.6792,0.1233,17.9664,0.5701,1.5697,0.0729,23.9581,158.4119,1.56,26.9094,2.6266,0.9,0.1421,1.8147,0.8437,0.3733,0.8134,8.128,1,0
66643,1,1,4.3767,0.1634,16.4516,4.0221,1.7509,0.1065,21.8873,168.6921,1.5478,26.3355,2.6271,0.9,0.0011,1.6307,0.9989,0.3909,0.7983,8.5875,1,0
66650,1,1,11.6645,0.1744,11.6645,0.4736,1.8469,0.0706,28.7239,178.3666,1.5683,25.8431,2.6172,0.9,0.0125,1.3967,0.9876,0.4039,1,8.771,1,0
66651,1,1,20.6089,0.178,20.6089,0.179,1.4817,0.0057,21.2914,163.3013,1.54,26.2947,2.6266,0.9,0.0464,2.5624,0.2218,0.3888,0.738,8.0994,1,0
66658,1,1,1.1241,0.0874,4.933,0.2791,1.6812,0.7789,20.6241,141.894,1.5507,27.9234,2.6198,0.9,0.7614,1.6049,0.0747,0.3727,0.1132,9.7427,1,0
66659,1,1,15.029,0.2381,33.8337,1.1538,2.0271,0,30.1019,195.345,0,0,2.6097,0.9,0,0,0,0.4083,1,9.2479,1,0
66664,1,1,24.3384,0.2721,33.8337,0.8382,1.9712,0.0771,30.2418,196.1778,1.56,24.9198,2.6082,0.9,0,0,1,0.4092,1,9.3228,1,0
66665,1,1,13.3761,0.2172,33.8337,9.7621,2.1369,0.0558,30.5572,200.333,1.5645,25.6205,2.6134,0.9,0,2.3525,1,0.4089,1,9.4915,1,0
66671,1,1,17.1988,0.1415,17.1988,0.1756,1.3802,0.0808,21.6164,159.7264,1.55,26.6638,2.6285,0.9,0.7484,0,0.0031,0.3743,0,8.457,1,0
66675,1,1,5.2636,0.2763,5.2636,0.4936,1.9648,0.6045,30.9013,200.9745,1.56,24.3143,2.6056,0.9,0,1.5166,1,0.4131,1,10.0333,1,0
66676,1,1,4.3595,0.275,5.2636,0.3321,1.1101,0.7723,30.7781,201.389,1.56,24.3156,2.6056,0.9,0,3.7546,1,0.4131,1,10.0728,1,0
66686,1,1,0.6263,0.1136,17.9664,7.3099,1.6134,0.5273,25.1061,168.929,1.56,27.4636,2.6266,0.9,0,2.1915,1,0.3727,0.9388,8.5667,1,0
66701,1,1,2.5986,0.1165,17.9664,0.157,1.2192,0.4795,23.3665,153.4348,1.56,27.2525,2.6265,0.9,0.4441,2.1172,0.4348,0.372,0.56,9.4921,1,0
66702,1,1,9.8456,0.1562,10.7917,0.2031,1.3225,0.0793,28.5807,173.0547,1.57,26.1531,2.6231,0.9,0.0286,6.2971,0.9713,0.3993,1,8.6418,1,0
66706,1,1,10.7917,0.1576,10.7917,0.3549,1.998,0.0551,28.8761,178.0766,1.57,25.8581,2.6229,0.9,0.045,7.6995,0.9549,0.3993,1,8.5763,1,0
66711,1,1,11.5152,0.1367,11.5152,0.5446,2.4267,0.0983,21.5508,161.8164,1.55,26.4724,2.607,0.9,0.4225,0,0.18,0.376,0.277,8.421,1,0
66714,1,1,5.7535,0.1602,12.4223,1.0113,2.3585,0.6569,25.6241,169.3517,1.56,26.7617,2.6237,0.9,0,2.2417,1,0.3841,1,8.8044,1,0
66724,1,1,1.8696,0.1268,17.9664,6.3761,1.6299,0.402,25.2819,170.6001,1.56,27.3289,2.6272,0.9,0.1568,2.2059,0.8054,0.3744,0.9469,8.6156,1,0
66733,1,1,4.108,0.1326,17.9664,5.8281,1.5955,0.4204,25.414,171.801,1.56,27.3889,2.6275,0.9,0,2.2857,0.9999,0.3753,0.956,8.5673,1,0
66734,1,1,11.0249,0.1486,17.9664,0.3087,1.4057,0.0474,24.5428,161.4845,1.56,26.7603,2.6274,0.9,0.1239,0,0.8761,0.3762,1,8.1725,1,0
66747,1,1,14.4373,0.1661,20.6089,0.5177,1.8569,0.023,21.2224,162.2339,1.5414,26.3409,2.6263,0.9,0.0402,1.3383,0.0603,0.3872,0.1666,8.1408,1,0
66748,1,1,33.8337,0.2855,33.8337,0.2956,2.0525,0.0887,29.6889,192.8861,1.5601,24.9239,2.6082,0.9,0,0,1,0.4092,1,9.027,1,0
66751,1,1,3.8404,0.1563,18.9016,5.362,1.7685,0.1186,21.6594,169.664,1.54,26.7286,2.6273,0.9,0,1.0075,0.7693,0.39,0.6454,8.4674,1,0
66754,1,1,6.2514,0.1258,33.3916,1.3602,2.3814,0.1983,21.958,165.8796,1.55,26.6936,2.6071,0.9,0.4733,0.0474,0.3923,0.3764,0.5206,8.3538,1,0
66755,1,1,10.01,0.1133,10.01,0.317,1.5913,0.0946,23.0301,152.8896,1.56,27.2297,2.6247,0.9,0.2048,0,0.5041,0.3729,0.64,8.293,1,0
66756,1,1,6.6176,0.1082,10.01,0.2266,1.2559,0.0547,23.1619,154.4146,1.56,27.1297,2.6247,0.9,0.306,0,0.4611,0.3722,0.1455,8.2755,1,0
66763,1,1,5.1085,0.1674,7.1558,0.1749,0.9565,0.214,25.6477,169.4858,1.56,26.3416,2.6232,0.9,0,2.8464,1,0.385,1,8.6712,1,0
66766,1,1,2.2937,0.1053,17.1988,4.5687,1.9683,0.253,21.3155,154.6155,1.55,27.3058,2.6276,0.9,0.7683,1.1688,0.1559,0.3754,0.1231,8.9494,1,0
66773,1,1,16.4516,0.1919,16.4516,0.2431,1.8645,0.0623,21.9785,169.0828,1.5437,26.0104,2.6268,0.9,0.0859,0,0.9111,0.3927,1,8.5517,1,0
66797,1,1,33.3916,0.1768,33.3916,0.0624,0.6026,0.0143,22.2857,169.5907,1.55,26.0645,2.6069,0.9,0.3243,0,0.2278,0.3758,0,8.0958,1,0
66798,1,1,5.6194,0.1349,17.9664,0.1066,0.9584,0.42,23.6942,156.0647,1.56,27.1079,2.6273,0.9,0.446,1.0156,0.2698,0.3746,0.5625,9.2867,1,0
66813,1,1,5.7886,0.1105,17.1988,0.5963,2.4239,0.3107,21.0829,152.4114,1.55,27.0849,2.6275,0.9,0.6764,1.9214,0.083,0.3755,0.1606,8.8555,1,0
66817,1,1,8.8154,0.1182,17.1988,0.5943,2.2927,0.2633,21.3827,156.3086,1.55,26.8625,2.6278,0.9,0.6219,0.3181,0.0525,0.3751,0.1544,8.8172,1,0
66820,1,1,3.436,0.1128,17.9664,7.7986,1.5974,0.3084,24.9739,167.7687,1.56,27.2809,2.6263,0.9,0.2716,2.1628,0.6134,0.3718,0.9057,8.6065,1,0
66823,1,1,4.8439,0.1237,33.3916,1.3222,1.59,0.1554,21.9192,164.6166,1.55,26.6972,2.6071,0.9,0.2355,0.2168,0.6703,0.377,0.8677,8.5614,1,0
66824,1,1,0.3716,0.3716,0.3716,0.5138,1.4514,2.0761,20.1492,142.1921,1.55,27.94,3.1969,0.9,0.2079,1.6997,0.0802,0.0976,0.0976,10.9652,1,0
66826,1,1,6.6732,0.1399,9.0186,0.6418,2.0812,0.1323,21.489,162.8664,1.5472,26.3873,2.6115,0.9,0.3696,1.0034,0.4241,0.3758,0.3644,8.7158,1,0
66830,1,1,4.2949,0.0922,40.5577,0.862,2.6475,0.4361,21.3686,144.027,1.5544,27.7364,2.6196,0.9,0.5713,1.2957,0.242,0.3732,0.1666,9.2449,1,0
66842,1,1,27.3211,0.1653,27.3211,0.2024,1.1196,0.0845,22.5708,170.5907,1.55,26.0219,2.6068,0.9,0.2389,0,0.7456,0.3779,0.9999,8.689,1,0
66844,1,1,2.6036,0.1558,15.498,12.0564,2.056,0.4286,27.3304,182.3321,1.5601,26.5507,2.6232,0.9,0,2.0007,1,0.385,1,9.1752,1,0
66848,1,1,7.7955,0.1668,14.3806,0.7666,3.6854,0.2375,27.0115,176.1365,1.56,25.9735,2.6224,0.9,0,0.4151,1,0.3859,1,9.9799,1,0
66854,1,1,0.3963,0.0858,40.5577,489.3198,1.9774,3.7956,26.1552,209.0277,1.55,27.9996,2.6189,0.9832,0.7328,1.7551,0.2199,0.3735,0.8415,9.2743,1,0
66872,1,1,5.1482,0.1079,17.9664,8.2532,1.6331,0.8265,24.911,167.2553,1.56,27.5631,2.626,0.9,0.6408,2.127,0.0485,0.3716,0.8703,8.6163,1,0
66873,1,1,7.6718,0.1116,17.9664,0.1179,0.7522,0.094,23.0689,152.7526,1.56,27.2523,2.6258,0.9,0.6148,0,0.1581,0.3716,0.0345,8.3929,1,0
66890,1,1,14.5532,0.1596,14.5532,0.2749,1.3394,0.0218,20.7563,159.3431,1.5402,26.5016,2.6268,0.9,0.2105,4.2353,0.3898,0.3812,0.619,8.1428,1,0
66891,1,1,3.2236,0.1347,9.0186,3.0708,1.7128,0.3966,21.4848,163.7686,1.5468,26.761,2.6117,0.9,0.6017,1.5359,0.3194,0.3753,0.414,8.6069,1,0
66912,1,1,10.5207,0.1518,17.9664,0.2114,1.6779,0.0185,24.8603,163.5111,1.56,26.673,2.6274,0.9,0.0381,0,0.9619,0.3764,0.7242,8.3639,1,0
66913,1,1,2.8113,0.1366,17.9664,5.4511,1.5911,0.3986,25.475,172.5067,1.56,27.0665,2.6276,0.9,0.3515,2.437,0.5651,0.3759,0.9532,8.5908,1,0
66914,1,1,14.1858,0.1812,15.498,1.7571,2.3047,0.0861,28.723,189.9785,1.56,25.1018,2.6217,0.9,0,1.063,1,0.3859,1,8.7366,1,0
66931,1,1,11.0233,0.1148,33.2052,0.517,2.8594,0.0773,21.6217,154.1903,1.55,27.004,2.6259,0.9,0.7832,0,0.0597,0.3755,0.0606,8.6718,1,0
66932,1,1,2.9092,0.1027,33.2052,4.9595,1.8309,0.273,21.8136,155.582,1.55,27.2729,2.6261,0.9,0.7728,0.5235,0.2067,0.3756,0.2607,8.5662,1,0
66933,1,1,7.4885,0.143,10.7917,0.6136,2.1216,0.2033,28.1757,167.2282,1.57,26.5054,2.6239,0.9,0,5.4184,1,0.3985,1,8.9664,1,0
66934,1,1,7.3033,0.1428,10.7917,1.1057,2.4506,0.2946,28.5771,173.3608,1.57,26.551,2.6239,0.9,0,6.6961,1,0.3985,1,8.8598,1,0
66943,1,1,6.4318,0.1173,17.9664,0.2604,1.9971,0.1808,23.3926,154.1656,1.56,27.212,2.6262,0.9,0.0951,1.2662,0.776,0.3718,0.4884,8.5599,1,0
66944,1,1,32.9777,0.2449,33.8337,0.4549,2.8077,0.0716,29.958,193.8691,1.5605,24.8894,2.613,0.9,0,3.1899,1,0.4089,1,8.695,1,0
66949,1,1,1.7013,0.158,14.3806,10.5904,2.0168,0.2558,27.4516,183.8352,1.56,26.4084,2.6227,0.9,0,1.8503,1,0.3859,1,9.0689,1,0
66951,1,1,18.9016,0.1839,18.9016,0.3604,1.9461,0.0215,21.5356,166.4557,1.54,26.138,2.6271,0.9,0.1404,1.1546,0.6976,0.3907,0.9,8.1614,1,0
66952,1,1,7.1496,0.1109,17.9664,0.1668,1.2602,0.2352,23.003,152.1843,1.56,27.3239,2.6259,0.9,0.3112,1.4688,0.4562,0.3715,0,8.9176,1,0
66955,1,1,1.9564,0.1547,12.4223,4.8895,1.8083,0.3123,26.1864,175.5925,1.56,26.6041,2.6236,0.9,0,1.8905,1,0.3841,1,8.939,1,0
66969,1,1,2.226,0.1004,17.9664,8.8926,1.6369,0.3804,24.769,166.1656,1.5599,27.5031,2.6255,0.9,0.683,2.0831,0.1474,0.3721,0.8076,8.6285,1,0
66976,1,1,3.6,0.1025,17.9664,0.0707,0.5386,0.3415,22.7744,151.5091,1.5529,27.3671,2.6254,0.9,0.5335,1.2912,0.2744,0.372,0,8.9379,1,0
66977,1,1,0.1148,0.0859,40.5577,487.6694,1.9741,2.5101,26.1638,209.1384,1.55,27.9886,2.6198,0.9833,0.759,1.7564,0.2349,0.3734,0.8437,9.273,1,0
66978,1,1,7.1558,0.1703,7.1558,0.4736,2.5405,0.1167,25.8004,171.5172,1.56,26.2494,2.6232,0.9,0,1.8449,1,0.385,1,8.5194,1,0
66985,1,1,3.5854,0.1399,9.0186,2.0841,1.6379,0.2948,21.6542,165.608,1.54,26.5076,2.6118,0.9,0.344,1.588,0.616,0.3748,0.5696,8.5525,1,0
66986,1,1,8.1277,0.152,9.0186,0.15,1.3736,0.0835,21.4249,162.3553,1.5444,26.448,2.6119,0.9,0.326,0,0.403,0.3742,0,8.3853,1,0
66987,1,1,14.0729,0.2368,33.8337,8.3317,2.1237,0.067,30.6613,201.4116,1.5601,25.1329,2.612,0.9,0,2.7394,1,0.4097,1,9.5449,1,0
66995,1,1,13.0817,0.1424,15.3709,0.6115,1.9353,0.0676,21.9506,162.938,1.55,26.4666,2.6316,0.9,0.5835,0,0.3797,0.3799,0.3703,8.3377,1,0
66997,1,1,3.6179,0.1731,16.4516,2.4895,1.6271,0.0611,22.0408,170.8633,1.5453,26.1166,2.6268,0.9,0.1085,2.2713,0.8546,0.3927,0.6744,8.6804,1,0
66998,1,1,5.6885,0.1045,6.2743,0.0707,0.3902,0.141,21.3267,149.2605,1.55,27.3272,2.6182,0.9,0.777,0,0.0265,0.3735,0,8.8214,1,0
67002,1,1,15.3709,0.1457,15.3709,0.6011,2.8355,0.0573,22.066,165.4415,1.55,26.3353,2.6315,0.9,0.6981,0,0.2057,0.3795,0.1045,8.2705,1,0
67003,1,1,6.2743,0.1054,6.2743,0.09,0.7075,0.1723,21.4654,150.9969,1.55,27.2469,2.6182,0.9,0.9717,0,0,0.3735,0,8.7183,1,0
67007,1,1,6.5039,0.0957,40.5577,1.1221,2.4457,0.6205,21.5684,145.0767,1.5538,27.6766,2.6213,0.9,0.5815,1.6,0.2886,0.3735,0.3097,9.5922,1,0
67008,1,1,0.1952,0.086,40.5577,485.9593,1.9712,1.7981,26.1747,209.272,1.55,27.9561,2.6207,0.9835,0.5426,1.7567,0.3101,0.3736,0.8458,9.2717,1,0
